Comments_in_chinese,Rating,Ground_truth
克里夫.欧文怎么演了这么部烂片~,1,N
"TO HAVE , NOT TO HOLD.",5,P
既不晦涩，也不黑色，只不过是一部叙事比较另类、刻画青少年对时代与社会之迷惘的青春片。少女朱迪福斯特基本打酱油。蒂姆罗宾斯远没有肖申克的救赎时大红大紫，角色正面且有力量。另一对男青年用箭射死了数学老师，但也用箭救下了罗宾斯，青少年的正义具有含混性。我给五星是因为在电梯顶上兜风太浪漫,5,P
玩票片，且痕迹很重。小破车厢内六名投机分子的社会心理学课堂，挺白的事能扯足一小时四十分钟也需要点本事。短暂的旅途即人生的缩影，爱恨情愁啊~~全在里面了~~：）老家伙们玩不过小朋友，这就是“时代”的残酷之处。,1,N
世界末日都过完了还整励志，励志尼玛，各种老调烂俗的情节，而且这哪里是活在当下，分明还是对明天有了太多期许和不舍。唯一一颗星给山顶的那把长椅。艾文比起战马里来显得邻家可人很多，如果没有他，我很难坚持看完。,1,N
呵呵，地道的方言，纯粹的地方特色，让人感动啊，只是结局和故事有些有些让人感到落寞，希望多拍些，地方的喜庆特色，哈哈，但是导演第一个作品已经相当给力了～～,5,P
女人的嫉妒心是很可怕的！配乐不错,5,P
黑泽明的西化并不是因为他的技巧，很大程度上他有最好学的性格，像西方人一样审视自己的土地，这个电影是哈姆雷特戏剧模式延展出的若干故事中的一部。那么多传记告诉我，意识到自己国家文化的落后，是最悲伤的事，即便向先进学习也无法改变一种发自内心的无力感，这样的人的命运往往是抑郁而悲壮的。,5,P
"虽然主角光环，但这一部结局很社会！喜欢！
里面的台词很有教育意义嘛
“你们不了解公务员，他们从来不做有损于上司的事，不论发生什么”
“他不是个人，是个公务员”
突然觉得底层都是装在套子里的人，然后被系统慢慢磁化，然后，阻尼性能很好……
所以，大BOSS根本没出现，也不会出现……社会～
所以，电影里的两个纯真的孩子，那之后是成长的烦恼吧……",5,P
"《恶人睡得好》其实是在说，只有恶人才能睡得好，复仇者最终败在了自己的良知和感情上。每个镜头都经过精妙的设计，但从未显露出刻意的匠气，婚礼长镜头，对称的发布会，濒临崩溃的男人，岩渊对着镜子审视自己。对于日本社会以及国民性进行了无情的批判，对所谓“官场铸造的公务员”可以和《生之欲》相互对照。
复仇三人组站在轰炸的废墟之上，追忆以往的美好时光，战争究竟毁灭了什么，又创造了什么?而那位毫无底线的恶人，结尾又是在向谁鞠躬?",5,P
"为啥每个哈姆雷特式的复仇故事里，都要有个一纯洁、无辜又美丽的姑娘被牺牲呢……
岩渊的性格刻画得真好。",5,P
这部的人物刻画尤为出色；为什么类似的设定（其实也不算复杂）一直在重复但就是感觉无法达到黑泽明的力道与深度呢,5,P
"“失恋像是一场重病
可失恋不是无药可医，时间是最好的良药，一分一秒，一粒一颗。
伤口的深处，不会是永远的空洞，它迟早会愈合，离开的那个人，终会被释怀，逝去的爱情，或早或晚，都会被时间掩埋。
而我们终会笑着痊愈。”

我究竟在苦恼什么？
还是我就想保持苦恼的状态以此来逃避生活？
",5,P
所有的失恋最终都会被治愈，离开谁都能活。,5,P
挺好看的，最近朋友失恋，一直安慰她，也让我想起自己失恋的那段时光，偶然发现了这部剧。全剧只有一集，台词也没有很多，但是质量真的挺高的，很喜欢这种偏文艺的片子，很有感觉，不错，值得一看，很治愈,1,N
现在的我，就是这样几乎睡不了，想到就哭想到就哭，房间的灯整夜整夜的亮,5,P
把失恋当作一次重新认识自己，爱自己的机会,5,P
0,1,N
这部演员的演技手法与早期已有很大区别，更自然更现代，打斗的招式也更真实。故事的编排上多了层次和迂回，比较耐看，与早期邵氏的作品相比进步太多。郑则仕的表演挥洒自如，而吕良伟只是个小花瓶~,5,P
东方审美和东方意趣，不错。,5,P
三个和尚似乎是人生的三个阶段。这部片子在《春夏秋冬春》之上。,5,P
自私的觉醒，背景人设都太单纯，缺乏思考深度,1,N
节奏很慢，需要心静闲散的时候看。看进去了还是很有感觉的。组织放映会的时候放的这个电影，放完电影后的讨论环节真是各种解释都有啊……解构主义啊陌生化啊什么的术语都出来了……其实这只是个单纯的生命教育电影吧= =万物何生何灭，人如何面对生死，如何面对入世与出世。,5,P
玄,5,P
跟佛学相关，目前是我看到的最好的电影。,5,P
冗长 冗长 boring boring,1,N
乌尔善：川哥，你看，这才是正宗的摸金范儿啊。,5,P
不谈深度了，就商业类型片来讲都无味的出奇,1,N
就是一部画皮2，有特效没剧情。,1,N
尽一份力,1,N
一般般 5.5。不过居然打到了8分！！！我要拉低一点平均分,1,N
我看了电影还行，但陈坤的某些粉丝太过分了，这一分送给那些做怪的恶粉，拿好不送！！！！真的是，别人不招惹你，你非要挑拨离间，别太过分了！！！,1,N
虽然没有太多的特效，但合理的剧情、恐怖的音乐和场景、演员恰到好处的表演，让整部电影回味无穷。,5,P
就为了舔一下王钏如,1,N
念念不忘的童年！！,5,P
永远难忘的姚凤磐，永远的台湾鬼片！！！,5,P
很有教育意义，三观极正。制作很用心，剧本差了一些。,5,P
真的是绿脸啊  人生第一部恐怖片,5,P
很好看啊~小7总是演一些角色时我很喜欢的个性阿,5,P
非常精彩~,5,P
局促的列车上发生的尔虞我诈的故事，人与人的勾心斗角中结局也是出乎意料。,5,P
喜欢这种平实的叙述方式~,5,P
英式小清新，无法抵挡。最近除了flipped最棒的同类片。,5,P
分数竟然这么高...我竟然看完了...那个护裆的设定真方便 - -,1,N
这部电影难看死了,1,N
"很久没看到喜欢调调的电影了，昨天偶然刷到，抱着尝试的心态打开，结果很意外。
电影所有配乐都随主角心态变化进行风格转变，使用对主角十年恋情有纪念意义化妆包折断拉链的隐喻虽然脑洞没有大到离谱，但似乎近年已经极少在电影中看到导演采用这种方式埋线，所以也算小惊喜了，尤其是个人觉得完全不尬。
情敌角色的安排也非常有意思，行云流水，甚至没有一句台词表示，摄影师就是大猪蹄男主在追求的人，但是，剧情发展下来，就真的让人觉得：哦，是她，是他，是它。
摄影师与女主的对戏与片中关系发展也是我非常喜欢的风格，成长蜕变重新发现更好的自己，学会舍弃不值得，学会笑着面对生活。
以上有部分剧透，不过如果你平时也喜欢文艺安静类型电影，相信这部不会让你失望，尤其推荐给女性朋友们～",5,P
一开始看的真的很压抑，气女主不争气不坚强！但同样把女主和男友分手后的生活描述的淋漓尽致吧；爱了那么久的人突然毫无理由提出分手，换谁的生活都不会好过。但最后妹子能走出阴霾，发现他不再值得自己伤心难过后仿佛整个天空都晴朗的。毫无理由被分手、生活毫无意义、疯狂回忆过去、疯狂想知道对方是不是有另外喜欢的人、疯狂猜测被分手的理由、痛苦、痛苦、想办法走出糟糕的日子、重新开始生活。值得一看，个人观点。,5,P
每一个恶人后面有更大的恶人，如此这样，层出不穷。结局没有落入俗套，反而很精彩！我觉得这部电影想讲的跟《边境杀手》挺像的，都想表现这个世界的复杂性，所有的恶都被那些幕后的更强大的力量操控着。,5,P
"【黑泽明专题】《恶汉甜梦》五星。
1、黑泽明这种一黑到底的电影看得真过瘾，好人做噩梦，恶人做好梦；
2、基本上每个画面都好看，视觉上的享受；
3、几个细节：开头用报纸标题报道来加速剧情走向，虽然《我对青春无悔》里就在用了，但还是看的惊叹；废弃工厂男女主对话，地上横着一条柱子，很细节；反派父亲骗女儿时墙上的镜子；
4、结尾车祸事件用第三人视角的推理模式来讲述；
5、再大的贪官，上面必定有更大的贪官，太敢拍了。",5,P
“这部惊险报仇片剧情复杂，线索纵横交错，黑泽明通过一宗贿赂事件，无情地揭露了日本官商界的黑暗，对人性的丑恶一面刻划得入木三分。在构图方面，黑泽明控制得更完美无瑕，通道、楼梯、房间的排列、镜的摆设，以至瓦砾堆的空间布置，都拍得均整有致，计算得惊人地准确。”豆瓣简介说了一切。,5,P
难得看到三船敏郎这种天真好学生西装男的形象 开头的婚礼戏教人想起教父来 很多拍摄的框架和理念来自好莱坞 加入了对日本社会和文化的观察 以及黑泽明将之提升至对人类和人性的批判 镜头美学又是黑泽明个人美学追求到了登峰造极的程度 一切讲究和精美得就像一件值得挂在艺术史上的明灯,5,P
好想看之前的，网上面怎么感觉不好找的样子…小孩功夫超厉害的！,5,P
还好到这一部就结束了，不然就把经典毁得一干二净了。,1,N
想看想看想看。。。。。。。,5,P
王钟’s best,5,P
OMG！竟然这么好看！我要去把王钟所有导演作品都找来看！挨个看！剧情紧凑情节合理干净利落氛围到位，只怕狞笑表情就能拍出恐怖感只露?后背就能拍出强奸感，随便追车打架就特别紧张刺激！而且导演最后还击毙自己亲弟弟！人物丰满有嚼头，太棒了好嘛！,5,P
王钟自导自演的写实暴力警匪动作片。摄影蓝乃才。冲锋车应该叫冲锋ju，是象棋里的车，横冲直撞。前部分龙天生搭档郑则士，后部分王钟搭档郑则仕，郑则仕出彩。蔡琼辉很漂亮，遭强奸可演没露点。龙天生太平间露男根。四个狂徒很变态，尤其是山狗1980里的关鉴铭。★★★★★百度视频56视频1:38:55,5,P
为什么豆瓣充斥着垃圾烂片得高分呢?这种垃圾电影不负分就不错了,1,N
这个黑色故事因其强烈的戏剧张力被不断的重拍,5,P
值得关注,5,P
紧张每一刻。杀人容易，难的是尸体的处理。,5,P
最后都以为要给主人公一个“完美结局”了，结果停在一个刚刚好的地方，意大利真美(???)つ▉(观看中确实想到了天才瑞普利),5,P
如此美丽，如此哀伤，冷漠又优雅。每次给到阿兰德龙的大特写我简直不能呼吸，片尾的喃喃自语同胜利的失败者微笑因此更加迷人。,5,P
斯嘉丽演这种角色其实是牺牲。,1,N
这部片子将成为一个标杆，已经买票啦，晚上见,5,P
乌尔善还是很会拍商业片的，音乐特效都很有诚意，演员选角也很符合角色特点，剧情不算好，正经的一套套路下来，我们，真的认真地在盗墓！有时候大ip改编大家要求真的不高，四个字，尊重原著。其实本身就是四星的水平，可有临片一比较，四星半吧,5,P
非常好看，国内佳作，几名男主角演的太好了,5,P
允许有人说不好看，但是我仍然觉得，这片儿好看，也是国产电影的进步。把三个影帝凑在一起，各个演技了得，特效感人，故事也是按照商业片里的经典模式。那位打了一星问，你就说你看这片的时候困不困的仁兄，我想回答你，看着片儿我真不困。非水军，勿喷。,5,P
总算有那么一点点盗墓的感觉了！不再是护宝笔记，不再是怪物大战！看到老胡点起蜡烛那个镜头，顿时小激动了一下！还有金刚伞，洛阳铲那些个，真是太酷了！！！,5,P
"哇哇，今年唯一打五分的电影，黄渤演技真的棒棒棒！3D效果真的是国产电影里面最好的了，九层妖塔真的被秒成渣了，在如今这样一堆人随意凑一下拍下就是部电影的环境，还能看到这样用心制作的电影，真的表示感动！！！
",5,P
这是我看过的印度电影中最令我难受的一部片子，堪称韩国版的《熔炉》。故事开始为一场罪恶，结束却仍沦为社会与个人私欲的牺牲品。我为这个国家，人民的遭遇感到痛苦，又为这么伟大的电影感到庆幸！,5,P
不唱歌跳舞的印度电影都是好电影，不说啊西吧的韩国片都不是好片,5,P
什么让人类存活 那就是罪恶,5,P
需要一个更好的结尾,5,P
看到电影的片头就知道这一定是我喜欢的电影，典型的英国片，OST很棒，摄影很美，选角很赞。故事虽然不止一次被讲过，但是依然催泪~,5,P
享受现在的生活，每一刻都是生命的奇迹,5,P
虽然剧情依旧狗血，然而构图精致用光雕琢运镜流畅剪接无痕色彩魔幻。。。还有，达科塔表演可以拿小金人了。我反正是像傻逼一样泪水无声滑落了。。。。,5,P
情节很狗血的...97年这个特技应该有点变形金刚的味道吧...不过现在么...一星给披风……,1,N
加长导演剪辑版。我已知的电影中最早由黑人主演超能者的漫画改编，浓厚、纯粹的漫画风，该类题材中少数颠覆性的反英雄形象。特别喜欢里面的宠物狗，拍得太有灵气了,5,P
"当年给我吓屁了.大陆的翻译居然是你妹的""花瓣舞春风"",我开始还以为是个文艺片.....",5,P
九几年看的时候差点没被吓尿了,5,P
boring.,1,N
韩雪SB，杜海涛SB不如，CNM,1,N
这样的片子被推倒7分以上，是中国电影、中国影评人和豆瓣的耻辱。这个行业里的人，摸着良心来说句话。噢，这才发现良心早不知道啥时候没了。,1,N
不错，看的刺激,5,P
7.2分是怎么来的啊！水军太强大,1,N
水军们歇了吧，这电影根本不用看，一星都嫌多，别说我不客观，这是经验积累,1,N
看了眼预告片，再看了眼水军。近期上映的这片分算很高了，忍不住打了个一星。。。现在的水军太没节操了阿！！不要随便来刷分好吗讨厌！！,1,N
7.2分...,1,N
烂片无疑。,1,N
给一颗星是不是给多了？不过hold住姐比老姐演的好。,1,N
垃圾。烂不可睹。。,1,N
2/10。期待它像《Donnie Darko》呢：学校，少年，公路上的单车，宇宙和时间的秘密。结果止不住得昏昏欲睡。缓慢而不吸引人，主角黯淡。结尾弃看。希望看完整的豆友分享心得。观影于戛纳电影节。05/15/2019,1,N
灾难一样,1,N
搞毛啊。,1,N
野外生存能力大考验之40岁以上的“大妈”永远都是小姑娘～一个格格不入的旅行团因为意外在野外相依为命，有狼狈，有温情。虽然平平淡淡，但是好多地方竟然有点戳泪。。。,5,P
很温暖的电影。谁还不是小公主啊。以后我也会去跳广场舞的吧,5,P
毫无疑问是马丁最被低估的杰作。这部电影的所有元素都堪称完美，布景的搭设、爵士乐的演绎都极为考究。前半段，德尼罗用演技征服了丽莎·明奈利，但后半段丽莎用完美的歌技回应了德哥：你表演确实无可挑剔，但你却不会唱歌跳舞。,5,P
Everything about this movie is just fantastic!,5,P
彼此吸引在一次次争执中感情一点点退色最后只能笑着别离的成人爱情故事，有才华的人在一起是无法容忍对方的，看过的最赞的音乐电影，staging和场设美轮美奂，尤其是happy ending的表现太有感染力了（老罗这脸也太色气了，迷人之极，萨克斯也吹得如此好 ，怎叫人不迷恋？,5,P
阵容挺强啊,5,P
黑泽明什么题材都拍，而且拍得这样好。这也许是他比小津安二郎出众一些的原因。这片惊艳了。特别是三船的造型。,5,P
纯真正直的年轻人为复仇、也为真相，终不敌自私老辣的资本家和腐败麻木的官员，怕是黑泽明黑白片中最黑暗压抑的一部了，看得人浑身发冷…从主角和朋友忆往昔峥嵘岁月时预感不妙，落泪不止，然而最终方式走向黑暗的方式还是出乎意料。幸好是用朋友推理的方式道出主角结局，以免真看到三船在银幕上惨死…,5,P
黑泽明真是莎翁粉，继《蜘蛛巢城》完美改编《麦克白》之后，再次改编莎翁经典悲剧《哈姆莱特》，最后的黑色结局甚至可以说是对莎翁的超越！,5,P
"完全沒想到會這樣發展，終字出來時整個人呆住了，不敢相信，可是卻讓這片更厲害了。
三船敏郎演上班族還是很合適，而且很多角度看起來很像現在的古天樂，才發現演員確實都有一股氣質在。
依然是把一個故事講得非常好的例子，而我也滿喜歡這個故事的。",5,P
天皇又一力作！鞭挞社会，拷问人性，最后的结局黑的让人发寒；空间布局，人物刻画，背景营造，无不考究、深刻、细致；以悬疑起调，埋复仇暗线，批畸态社会，三船的表演与剧情贴切契合，官商勾结尔虞我诈，在天皇精妙的剧情编排下，波澜不惊，暗流涌动；总有奸佞者，唯利是图，不择手段，亦有复仇者，有仇必报，恩怨分明，病态社会与丑恶人性相消相长，最后一黑到底，完成最为深刻的批判意义！,5,P
私以为，黑泽明对昭和年代日本社会的批判和反思力度，在恶里达到最高成就。如果没有结局的反转和拔高，这只是一部普通的悬疑犯罪题材，而且落脚点极有可能落在俗套的爱情和大团圆上。不过也许得益于五人的全明星编剧，结尾处适度夸张但又充分合理的人物命运安排以及对日本社会政治的隐喻和揶揄（那个从未出场的总裁、“是整个日本被欺骗了”），看起来都像是黑泽天皇对日本社会的同时夹杂着悲观、失望和怒其不争等多种情绪的心情的投射，可惜就是有些段落给的太直，还是有点太说教，这当然是黑泽明的老毛病了，但换种角度看，这一类的说教未尝不是一种可爱，毕竟，我也从来没有觉得杨德昌的电影因为有点说教而无聊甚至乏味呢,5,P
三船敏郎的死像是没死。场景调度，画面构图，你还能说什么呢？就说剧本人物真是棒吧。,5,P
神作。黑泽明的光影光影世界最打动人的永远是那一抹柔情。电影是最好的避风港。,5,P
我想起了伯恩的身份，虽然后面比较糟糕,1,N
Honest but one dimensional and boring.,1,N
原著粉丝，三星电影，两星电影原声,5,P
差到魂不附体，小丑式表演和台词，搞笑硬如隔夜狗屎，视觉想象空洞，更不制造体验，一群人在网游趣味的没文化场景里走来走去，竟都是一幅习以为常的蠢相，情节人物均无内在逻辑，只是一锅各处扒拉来的商业元素，毫无诚意的敷衍乱炖，玩的都是低智商把戏，谁说好看我都看不起他。,1,N
电脑特技，在国产片中算不错了。故事非常幼稚、单薄，对白啰嗦、乏味，编剧在便秘式地挤出幽默，观众只感觉到编剧的弱痛。演员们似乎都很努力，却只因看在钱的份上，因为他们的表演都很生硬、很夸张。整部影片唯一的亮点，是那个被称为“小丫头片子”的女打手，酷，帅，硬，狠。,1,N
就是不为我男神也想奉上五分。,5,P
"给5星，达科塔范宁的脑残粉。不过蛮感动的 being with you,being with you,just being with you",5,P
真是残忍的电影。最后十几分钟，哭到脸都麻了。看前面的时候觉得揪心，觉得百感交集。预知死期，用人生仅剩的一点时间过自己想要的生活。到底，是什么样子。拍的算得上美，有我喜欢的英伦感。但我绝不会再看这片。,5,P
最差版本大奥，还是大河剧，拍得一塌糊涂，剧情简薄，台词幼稚，布景仿佛永远不见天日。剧中人物名字和史实也对不上，简直一星都不想给，完全没有一点诚意。,1,N
无感,1,N
电影诠释很多未曾有过的情感，如果换位，你会像TESS那样勇敢淡定么？想象死亡，恐惧，怎么面对黑暗和没有未来的明天。。。哭了。。。,5,P
印度是一个神奇的国度！我又想骂人了/,5,P
本来以为可以跳着看完，结果认认真真的看完了2个小时多。虽然不知道是不是男主的原因导致自己看的时候有意见偏向，但真为印度的各个法制阶层捏把汗,5,P
归根到底，宣扬的是程序正义，因为结果，总是不可知的。,5,P
明明是悬疑片 我看的春心荡漾荡漾！！尤其最后十分钟！！ 已经不能光光用帅来形容了！！还有rota的音乐太有意大利即视感了！,5,P
稳住了 差点……,5,P
【theque】四星半。先看的马特达蒙的版本，惊讶于达蒙的表演信服能力（毕竟，和形象本身，已经judelaw外貌上差的有点远），但看了本部，才发现选角的天人合一是多么重要。阿兰德龙的tom，一举手一投足就是满满的信服力，张弛有度，狡黠迷人。结尾几分钟峰回路转。拿本部作品出道，真是再合适不过了。,5,P
阿兰德隆帅得让人无法直视！,5,P
平静起波澜，一切归平静。手艺轻巧，干净利落，后味绵长。,5,P
阿兰的蓝眼睛在蓝色海洋上迷人得不行,5,P
好的电影在于真实的细节而不是讲大道理，影片中警察父亲就是30年代移民，被意大利警察在海上发现，肤色 胡须 体格外貌就是阿拉伯人的样子，拿起北非口音腔调 太出彩了,5,P
1,5,P
阳伞下的笑容，世间惟阿兰一人可达意…,5,P
看得我很烦,1,N
Touring is boring for boring tourists.,1,N
幸亏 蠢萌的 导游啊 ，要不然 就没有这一段奇妙的旅程了,5,P
85/100 感觉本片是给《愤怒的公牛》铺路来的，第一场戏尼特罗约炮里展现的意志力即便是我们都知道这是戏剧也相当令人惊异。一场求爱戏、一场求婚戏、一场生娃戏，每一场都那么与众不同…也完整勾勒出男主角的人物轮廓。我特别喜欢结局，但如果表现出的女性意识能稍微再强一点点，也许会更喜欢。,5,P
"我真的太愛Liza Minnelli了~~~結尾空鏡加一星~
",5,P
Love in one career is doomed. p.s. hell with all the narcissistic comments on douban.,5,P
swing大乐队启蒙，一部电影效果好过当年爵士乐赏析半年的课...德尼罗竟然是为拍这电影专门学的萨克斯风！新手要学多久才能即兴才能solo啊！女主长相有点像IT CROWD里的Jen，其他都好就是有点难看...,5,P
好看！开头15分钟就是无赖纠缠mm教学片。cd2第22分钟的那个餐厅好炫~,5,P
极喜欢向早期好莱坞致敬的部分以及马丁特别的幽默感。Liza的歌声实在是太好听了，最后表演New York New York那煽情~啧啧！不过干嘛结尾她就不能和他去吃中餐，否则那该有多感人啊！,5,P
上影节第11场多元视角。四星半，终于在这个单元挖到宝了，一个看上去会陷入无尽循环的恐怖故事，而恐惧来源竟来自于自己的亲人，在人言可畏的社会面子要比亲情重要的多。欧洲部分和巴基斯坦部分两处结构结合的相得益彰缺一不可。最喜欢本片的结尾，与开篇相呼应，虽不发一语却令人触动。佳作！,5,P
我爸就像他爸一样一惊一乍歇斯底里，所以我再也不想见到他。Bravo! Well done! 自以为是的爸爸们。,5,P
"Gripende, sterk og intenst!",5,P
Clive Owen 与 Jake Gyllenhaal 这2演员我分不清，囧,5,P
好像是我在电影频道看过的版本,5,P
#siff21# 今年影节意外的惊喜，好看到想要飙脏话。在以性为耻，谈性色变的国度和伊斯兰宗教环境中，女性被极端物化和羞辱，令人恐惧的是他们把社会压迫至于家庭亲情之上，让观众愤怒到极点却又仿佛被扼住咽喉发不出声。,5,P
绝代佳人,5,P
15年前的科幻电影惨不忍睹，而且美国剧的智商真是让人着急,1,N
烂得令人发指，全片就记住了吃蛆的画面,1,N
没错没错，那些活在童话里的婊子们都去死吧！,5,P
犹记得男主侍寝时涂胭脂的惊艳,5,P
上大学时就在追《鬼吹灯》，不得不说电影基本还原了我当时脑补的场景和感受，虽然剧本改动较大但是不影响感受摸金校尉盗墓的手段和紧张感，人物还原度也很好，特效尤赞。总之，是买过最值得的国产IMax电影票。,5,P
乌尔善是要做中国的迈克尔贝么,1,N
电影里的三人组和小说里的三人组形象都好像。陈坤演的胡八一真的好帅,5,P
虽然没看过原著，看完电影后，我觉得陈坤就是胡八一，黄渤就是王凯旋，舒淇就是Shirley杨。,5,P
多给一星算鼓励。,5,P
这年头出名了还能好好拍出自己想要的电影的导演真是越来越少了,5,P
实在太屌了,5,P
从此冲田修一一生推！,5,P
艳阳高照，太阳背面。,5,P
船上那一段戏我真以为是在看《水中刀》呢。,5,P
阿兰德龙淡定的背影真的是达到了太阳背面的高度,5,P
差评！绝对的差评！,1,N
多好的爵士电影！罗伯特四十年前就那么屌了,5,P
great is great is great.,5,P
好笑,5,P
故事不是那么紧凑，不像马丁的好莱坞式故事叙述风格。但是让人眼前一亮的点还是那么多。结尾真迷人。,5,P
"怎么能这么晚才知道Liza Minnelli！不能原谅自己
",5,P
老马玩搞笑啊。。。。。（一如既往地早期马丁怀旧）,5,P
Institut Lumiere，所谓感情充沛的电影，应该就是这个样子。哪怕场景再闹哄，不需要聚光灯，主角自动显现。类型再混杂，你也只会觉得是导演爱剧中人太深，不舍得说再见，不忍心写结局。,5,P
"Jazz, Jazz",5,P
其实生命很简单 你只需要列个清单 然后在死之前一一实现它 那些Moments拥有过就够了……,5,P
WOW第一次看到这样风格的国产片被惊艳到了，等着看后面更完整的解析。还有就是海报真丑，片子里随便截一张图都比这个好得多吧。,5,P
结尾挺烧脑的，看了两遍才看懂，“无限循环”的设置还是挺新鲜的,5,P
看不懂是不是智商不够呢？不是，是你没看到结尾，才孟儿以为自己可以预知未来，到最后才发现自己只是在重复自己的生活，不断的与李勋奇想识，相恋，分离。在结尾李勋奇以为自己可以解救才孟儿，但最后的结局才发现自己也陷入了无限的轮回之中。。。，结尾的两次转折和半开放式的结局设置的很高明，能看出来导演是很有野心的！,5,P
不错的电影，故事情节新颖，演员实力强，有悬疑有奇幻，看到结尾才明白是怎么回事，你看了开头，绝对猜不到结果。推荐,5,P
为曾最爱的书，最爱的故事。为此寻了3个版本的歌剧直至觉得玛格丽特或许是真的不适合现实在出现。,5,P
爱上一个冲动的男人，你说了太多次请原谅。。“要是你真爱我就别告诉我。” “有些话人们是不该说出来的。” “请你爱我少一点，了解我多一点。” ,5,P
几年前在CCTV6看的，一直记得。,5,P
152/请你爱我少一点 了解我多一点,5,P
天啊！真剑佑怎么能这么好看！睫毛好长！这才是睫毛君好不好！连哭都那么美！梨花带雨！女王赛高！松糕美如画！选角最满意的就是他俩了！,5,P
情就是这样的足以让一个人改变,5,P
虽然只看完了上集，但是无法否认，这是一部非常好的电影。,5,P
女王mayu背个小水壶啊啊啊啊啊啊啊,5,P
浪费了这身披风,1,N
肌肉男你對自己誤會很深啊……,1,N
画面好看！and 第一次觉得陈坤好看~,5,P
好演员是能够带动所有人的演技的。这部电影的演员阵容真的很棒。集结了大批有实力的影帝和影后，而且在这里杨颖的演技也有提高。总体不错,5,P
比隔壁的好多了,5,P
我能说我看的时候睡着了吗？剧情对我来说太无聊了，电影除了质感很好我找不出任何优点，ab挺美的在里面，剧情中我就只对ab那段故事有点兴趣，其余的地方真的就是催眠了,1,N
非常好看，我心中的2015最佳国产电影，剧情紧凑全程无尿点，3D效果直逼阿凡达，我好几次被迎面冲过来的怪物吓得闭眼睛，陈坤黄渤夏雨演的都很好，夏雨的大金牙演的特别好，在紧张的气氛中贡献了全部的笑点，坤哥演18岁的胡八一毫无违和感，青春年少英俊潇洒朝气蓬勃！,5,P
Pretty stupid. Not interesting acting and not interesting directing. Story is also very boring. Very disappointed. Waste of time.,1,N
配乐太美了,5,P
法国一个小村庄的女孩贝卡西娜，在伯爵夫人家照顾小孩，并做了很多有趣的发明创造的故事，人与人之间的相互信任，做人要拥有诚实、善良的品质，是正能量的片子,5,P
富士山和月见草最为相宜。可是，这庸碌的凡人眼底只看得到樱花和雪山，要等到尝尽艰辛后，才懂得月见草的不俗。去见瀑布讲的就是这样一个小故事。,5,P
水手,1,N
颜好三观神马的都无所谓啊……最后特别替他惋惜抛尸竟然不检查一下抛没抛好怎么能这样呢！！！！！！！！！！！！！！！！！,5,P
阿兰德龙美得我。。。。说不出话。。。    但是要说情节还是呆萌版的好，而且也更像Tom，德龙爷爷整个一个大少爷不说绝对没人知道。。。     但是五十多年前的电影啊，而且我连着看了两遍，也增添了学法语的热情~ ,5,P
1、汤姆亲吻玛琪手的时候给的阿兰德龙镜头特写是要死人哟喂！！！干嘛这么美啊！！！！2、罗密施耐德就打了个酱油o(╯□╰)o 3、上译的配音为电影增色不少！,5,P
我的妈 谁可以抵抗 Alain Delon 还有童自荣的声音,5,P
年轻的时候就是帅(☆ｗ☆),5,P
海贼王SP20-2010-强者世界前传,5,P
算是对一些TV版的一些剧情进行补充了，不错！,5,P
我很想知道，罗杰那帮人到底有多强悍啊！,5,P
09年的第十弹，也是金狮子，这里的10年的O话强者世界，也是金狮子，什么情况的？,5,P
无论多少次，你都会让我热血沸腾,5,P
时代感超强，以后剧场版就出前传吧！,5,P
西裝各領太帥了！,5,P
"喜欢比利....傻大""鸟鸭""...",5,P
真他妈热血！不愧是三大少年系漫画之一！！！牛逼！,5,P
基情片啊！！！史基你到底有多爱哥鲁德?罗杰啊！！！,5,P
很多的记忆碎片，温暖。,5,P
大门踹开，众人盛装来临，站在阳光里，简直帅死了。。,5,P
20年前的历史 见到每个人最开始的时候 BB仔噶Ace好得意!,5,P
爱情在激情里产生，在脆弱中延续，在梦想前消逝……五星给配乐,5,P
爛,1,N
整个片子完全是被一种无力感笼罩，另一部蓝色情人节么。,5,P
很好看啊！一点bug也没 笑点也超赞 情节特别紧凑 必须五星 这种类型的高端喜剧实在是少见 画面也美,5,P
很久以前看的沙雕搞笑片 5星,5,P
挺好的,5,P
警察有点弱，打斗戏让我挺想快进的,5,P
很喜欢这部电影 节奏轻快 充满了诙谐  法国电影从来没让我失望过  要么就是超级搞笑 要么就是哲理性很强  总之法国电影总是特别的好看,5,P
just being with you,5,P
我看哭了。。。认真看，真的很有感觉。。。最后20分钟，实在是。。。,5,P
哭死我了麻痹的。。。英国人都尼玛是真爱！,5,P
好久以前,5,P
什么鬼。。。为了伙伴和爱的欺诈师团伙的友爱日志吗。本来想看到精妙的推理呢。椎名桔平长得真像吴孟达啊。。。。,1,N
有点乱,1,N
越来越喜欢日本片,5,P
略微失望，中途出現的綠衣女人以為是伏筆，沒想到只是那麼一出現…期待19年的再生俠。,1,N
spawn粉必须五星,5,P
松冈茉优好美呀！她的所有镜头我都来回看三遍！,5,P
小时候看还是很震撼的,5,P
这其实是一部好电影，不知道为啥评分那么低，不比蜘蛛侠，蝙蝠侠差，特效也很完美，可悲的英雄啊,5,P
